date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:58:38	47754/47754	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20May%202018%2006:20:22%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/join-team.jpg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/join-team.jpg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:38	2027/2027	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20May%202018%2006:20:46%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/testi-author-1.jpg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/testi-author-1.jpg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:39	2180/2180	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20May%202018%2006:20:46%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/testi-author-2.jpg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/testi-author-2.jpg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:40	3245/3245	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20May%202018%2006:20:46%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/testi-author-3.jpg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/testi-author-3.jpg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:42	1848/1848	---M--	200	added ('OK')	image/png	date:Wed,%2030%20May%202018%2006:20:06%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/brand-1.png	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/brand-1.png	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:43	2391/2391	---M--	200	added ('OK')	image/png	date:Wed,%2030%20May%202018%2006:20:06%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/brand-2.png	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/brand-2.png	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:43	2551/2551	---M--	200	added ('OK')	image/png	date:Wed,%2030%20May%202018%2006:20:08%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/brand-3.png	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/brand-3.png	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:44	2979/2979	---M--	200	added ('OK')	image/png	date:Wed,%2030%20May%202018%2006:20:08%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/brand-4.png	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/brand-4.png	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:47	3017/3017	---M--	200	added ('OK')	image/png	date:Wed,%2030%20May%202018%2006:20:08%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/brand-5.png	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/brand-5.png	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:49	2065/2065	---M--	200	added ('OK')	image/png	date:Wed,%2030%20May%202018%2006:20:10%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/brand-6.png	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/brand-6.png	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:51	939/939	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20May%202018%2006:20:04%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/blog-author-1.jpg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/blog-author-1.jpg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:54	1090/1090	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20May%202018%2006:20:04%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/blog-author-2.jpg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/blog-author-2.jpg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:54	54147/54147	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20May%202018%2006:20:02%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/blog-1.jpg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/blog-1.jpg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:54	33178/33178	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20May%202018%2006:20:02%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/blog-2.jpg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/blog-2.jpg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:56	26487/26487	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20May%202018%2006:20:04%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/blog-3.jpg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/blog-3.jpg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:57	1104/1104	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20May%202018%2006:20:06%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/blog-author-3.jpg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/blog-author-3.jpg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:57	48089/48089	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20May%202018%2006:20:04%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/blog-4.jpg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/blog-4.jpg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:58:59	1259/1259	---M--	200	added ('OK')	image/png	date:Wed,%2030%20May%202018%2006:20:22%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/logo-2.png	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/logo-2.png	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:59:02	6824/6824	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20May%202018%2006:20:14%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/insta-1.jpg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/insta-1.jpg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:59:02	102341/102341	---M--	200	added ('OK')	image/png	date:Wed,%2030%20May%202018%2006:20:26%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/question-banner.png	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/question-banner.png	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:59:04	5812/5812	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20May%202018%2006:20:16%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/insta-3.jpg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/insta-3.jpg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:59:05	4264/4264	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20May%202018%2006:20:18%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/insta-4.jpg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/insta-4.jpg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:59:06	6996/6996	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20May%202018%2006:20:18%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/insta-5.jpg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/insta-5.jpg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:59:07	6125/6125	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20May%202018%2006:20:18%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/insta-6.jpg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/insta-6.jpg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:59:08	5093/5093	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20May%202018%2006:20:16%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/insta-2.jpg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/insta-2.jpg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:59:08	7087/7087	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20May%202018%2006:20:18%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/insta-7.jpg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/insta-7.jpg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:59:09	6219/6219	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20May%202018%2006:20:20%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/insta-8.jpg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/insta-8.jpg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:59:10	4350/4350	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20May%202018%2006:20:20%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/insta-9.jpg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/insta-9.jpg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:59:11	4969/4969	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20May%202018%2006:20:26%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/recent-1.jpg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/recent-1.jpg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:59:12	3527/3527	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20May%202018%2006:20:28%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/recent-2.jpg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/recent-2.jpg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:59:13	3644/3644	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20May%202018%2006:20:28%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/recent-3.jpg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/img/home1/recent-3.jpg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:59:15	86596/86596	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2030%20May%202018%2006:48:40%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/js/jquery-3.2.0.min.js	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/js/jquery-3.2.0.min.js	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:59:16	42766/42766	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2030%20May%202018%2006:48:48%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/js/owl.carousel.min.js	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/js/owl.carousel.min.js	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:59:17	27624/27624	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2030%20May%202018%2006:48:46%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/js/jquery.pogo-slider.min.js	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/js/jquery.pogo-slider.min.js	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:59:18	1331/1331	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2030%20May%202018%2006:48:40%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/js/jquery.counterup.min.js	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/js/jquery.counterup.min.js	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:59:19	1770/1770	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2030%20May%202018%2006:48:48%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/js/parallax.js	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/js/parallax.js	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:59:20	520714/520714	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2030%20May%202018%2006:48:42%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/js/jquery-ui.js	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/js/jquery-ui.js	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:59:20	4552/4552	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2030%20May%202018%2006:48:36%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/js/countdown.js	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/js/countdown.js	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:59:21	45501/45501	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2030%20May%202018%2006:48:42%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/js/jquery.fancybox.min.js	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/js/jquery.fancybox.min.js	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:59:22	5560/5560	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2030%20May%202018%2006:48:38%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/js/imagesLoaded-PACKAGED.js	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/js/imagesLoaded-PACKAGED.js	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:59:23	35314/35314	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2030%20May%202018%2006:48:38%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/js/isotope-packaged.js	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/js/isotope-packaged.js	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:59:25	11443/11443	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2030%20May%202018%2006:48:44%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/js/jquery.meanmenu.js	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/js/jquery.meanmenu.js	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:59:27	5338/5338	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2030%20May%202018%2006:48:46%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/js/jquery.scrollUp.js	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/js/jquery.scrollUp.js	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:59:28	20216/20216	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2030%20May%202018%2006:48:44%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/js/jquery.magnific-popup.min.js	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/js/jquery.magnific-popup.min.js	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:59:28	28935/28935	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2030%20May%202018%2006:48:44%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/js/jquery.mixitup.min.js	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/js/jquery.mixitup.min.js	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:59:29	9028/9028	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2030%20May%202018%2006:48:46%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/js/jquery.waypoints.min.js	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/js/jquery.waypoints.min.js	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:59:31	19032/19032	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2030%20May%202018%2006:48:50%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/js/popper.min.js	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/js/popper.min.js	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:59:32	50564/50564	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2030%20May%202018%2006:48:36%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/js/bootstrap.min.js	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/js/bootstrap.min.js	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:59:32	18255/18255	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2030%20May%202018%2006:48:50%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/js/theme.js	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/js/theme.js	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/)
10:59:34	42443/42443	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Jan%202022%2009:59:37%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/css/images/ui-icons_444444_256x240.png	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/css/images/ui-icons_444444_256x240.png	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/css/jquery-ui.css)
10:59:35	42443/42443	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Jan%202022%2009:59:37%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/css/images/ui-icons_555555_256x240.png	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/css/images/ui-icons_555555_256x240.png	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/css/jquery-ui.css)
10:59:39	42443/42443	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Jan%202022%2009:59:38%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/css/images/ui-icons_ffffff_256x240.png	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/css/images/ui-icons_ffffff_256x240.png	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/css/jquery-ui.css)
10:59:40	42443/42443	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Jan%202022%2009:59:42%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/css/images/ui-icons_777620_256x240.png	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/css/images/ui-icons_777620_256x240.png	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/css/jquery-ui.css)
10:59:41	42443/42443	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Jan%202022%2009:59:43%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/css/images/ui-icons_cc0000_256x240.png	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/css/images/ui-icons_cc0000_256x240.png	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/css/jquery-ui.css)
10:59:42	42443/42443	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Jan%202022%2009:59:44%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/css/images/ui-icons_777777_256x240.png	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/css/images/ui-icons_777777_256x240.png	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/css/jquery-ui.css)
10:59:46	98620/98620	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2030%20May%202018%2006:48:16%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/fonts/fa-brands-400.eot?	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/fonts/fa-brands-400d41d.eot	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/css/fontawesome-all.min.css)
10:59:47	63712/63712	---M--	200	added ('OK')	font/woff	date:Wed,%2030%20May%202018%2006:48:20%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/fonts/fa-brands-400.woff	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/fonts/fa-brands-400.woff	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/css/fontawesome-all.min.css)
10:59:47	54420/54420	---M--	200	added ('OK')	font/woff2	date:Wed,%2030%20May%202018%2006:48:20%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/fonts/fa-brands-400.woff2	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/fonts/fa-brands-400.woff2	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/css/fontawesome-all.min.css)
10:59:48	98384/98384	---M--	200	added ('OK')	font/ttf	date:Wed,%2030%20May%202018%2006:48:18%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/fonts/fa-brands-400.ttf	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/fonts/fa-brands-400.ttf	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/css/fontawesome-all.min.css)
10:59:49	31156/31156	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2030%20May%202018%2006:48:22%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/fonts/fa-regular-400.eot	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/fonts/fa-regular-400.eot	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/css/fontawesome-all.min.css)
10:59:50	31156/31156	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2030%20May%202018%2006:48:22%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/fonts/fa-regular-400.eot?	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/fonts/fa-regular-400d41d.eot	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/css/fontawesome-all.min.css)
10:59:51	12220/12220	---M--	200	added ('OK')	font/woff2	date:Wed,%2030%20May%202018%2006:48:24%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/fonts/fa-regular-400.woff2	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/fonts/fa-regular-400.woff2	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/css/fontawesome-all.min.css)
10:59:51	98620/98620	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2030%20May%202018%2006:48:16%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/fonts/fa-brands-400.eot	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/fonts/fa-brands-400.eot	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/css/fontawesome-all.min.css)
10:59:52	14712/14712	---M--	200	added ('OK')	font/woff	date:Wed,%2030%20May%202018%2006:48:24%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/fonts/fa-regular-400.woff	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/fonts/fa-regular-400.woff	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/css/fontawesome-all.min.css)
10:59:53	507478/507478	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2030%20May%202018%2006:48:18%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/fonts/fa-brands-400.svg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/fonts/fa-brands-400.svg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/css/fontawesome-all.min.css)
10:59:54	30928/30928	---M--	200	added ('OK')	font/ttf	date:Wed,%2030%20May%202018%2006:48:22%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/fonts/fa-regular-400.ttf	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/fonts/fa-regular-400.ttf	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/css/fontawesome-all.min.css)
10:59:56	107199/107199	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2030%20May%202018%2006:48:22%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/fonts/fa-regular-400.svg	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/fonts/fa-regular-400.svg	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/css/fontawesome-all.min.css)
10:59:57	102152/102152	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2030%20May%202018%2006:48:26%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/fonts/fa-solid-900.eot	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/fonts/fa-solid-900.eot	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/css/fontawesome-all.min.css)
10:59:59	38784/38784	---M--	200	added ('OK')	font/woff2	date:Wed,%2030%20May%202018%2006:48:30%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/fonts/fa-solid-900.woff2	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/fonts/fa-solid-900.woff2	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/css/fontawesome-all.min.css)
10:59:59	48704/48704	---M--	200	added ('OK')	font/woff	date:Wed,%2030%20May%202018%2006:48:30%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/fonts/fa-solid-900.woff	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/fonts/fa-solid-900.woff	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/css/fontawesome-all.min.css)
11:00:01	101932/101932	---M--	200	added ('OK')	font/ttf	date:Wed,%2030%20May%202018%2006:48:28%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/fonts/fa-solid-900.ttf	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/fonts/fa-solid-900.ttf	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/css/fontawesome-all.min.css)
11:00:01	102152/102152	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2030%20May%202018%2006:48:26%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/fonts/fa-solid-900.eot?	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/fonts/fa-solid-900d41d.eot	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/css/fontawesome-all.min.css)
11:00:03	14806/14806	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2030%20May%202018%2006:48:30%20GMT	https://pluginspoint.com/demo/consult-vita-preview/consult-vita/fonts/Flaticon.eot	documents/clover/pluginspoint.com/demo/consult-vita-preview/consult-vita/fonts/Flaticon.eot	(from https://pluginspoint.com/demo/consult-vita-preview/consult-vita/css/flaticon.css)
